title;published_date;data_url;creator;description;unit;fail_reason
Personen met Inkomensgarantie voor Ouderen of Gewaarborgd Inkomen voor Bejaarden;december 2022;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_AR_15.csv;Federale Overheidsdienst Sociale Zekerheid;Aantal personen met een Inkomensgarantie voor Ouderen (IGO) of Gewaarborgd Inkomen voor Bejaarden (GIB) ten opzichte van de bevolking van 65 jaar en ouder, begin van het jaar. De IGO/GIB is een minimuminkomen voor ouderen die niet over voldoende bestaansmiddelen beschikken. Het GIB wordt sinds 2002 geleidelijk aan vervangen door de IGO. Meestal gaat het om een toeslag bovenop het pensioen, zodat men een bedrag bekomt dat vergelijkbaar is met het leefloon. Het wordt toegekend aan personen die de pensioengerechtigde leeftijd hebben bereikt maar die door omstandigheden geen of geen voldoende loopbaan hebben kunnen opbouwen.;procent personen;
Personen met betalingsachterstand;april 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_AR_01.csv;Nationale Bank van België;Aantal personen dat op 31 december van het jaar bij de Centrale voor Kredieten aan Particulieren van de Nationale Bank van België geregistreerd staat met minstens één wanbetaling voor een consumentenkrediet (verrichtingen op afbetaling en kredietopeningen) of hypothecair krediet, afgesloten door natuurlijke personen voor privédoeleinden, en aantal kredieten (consumentenkrediet/hypothecair krediet) ten opzichte van de bevolking van 18 jaar en ouder op 1 januari van jaar x+1.;procent personen/kredieten;
Personen met handicap;augustus 2022;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ZO_04.csv;Vlaams Agentschap voor Personen met een Handicap;Aantal personen die ondersteund worden door het Vlaams Agentschap voor Personen met een Handicap. Het gaat om mensen die gebruik maken van VAPH-ondersteuning (RTH, PAB, MFC, PVB,IMB), om wie een zorgbudget (BOB) krijgt en de personen die wachten op een PVB. Een persoon kan in meerdere van deze categorieën voorkomen maar wordt slechts één maal meegeteld.;procent personen;
Personen met inkomensvervangende of integratietegemoetkoming;december 2022;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_AR_18.csv;Directie-Generaal Personen met een Handicap van FOD Sociale Zekerheid;Aandeel personen met een inkomensvervangende tegemoetkoming (IVT) of een integratie­tegemoetkoming (IT). Personen met een handicap kunnen een beroep doen op een inkomensvervangende tegemoetkoming (IVT) indien zij door hun handicap geen of minder mogelijkheden hebben om een betaalde baan uit te oefenen. Daarnaast bestaat er voor hen ook een integratie­tegemoetkoming (IT) indien zij moeilijkheden hebben bij het uitvoeren van hun dagelijkse activiteiten. De cijfers over IVT en IT zijn gebaseerd op gegevens van de DG Handicap van de FOD Sociale Zekerheid en hebben betrekking op de situatie op 1 januari van het jaar.;procent personen;
Personen met verhoogde tegemoetkoming in ziekteverzekering;juli 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_AR_16.csv;Datawarehouse Arbeidsmarkt en Sociale Bescherming van de Kruispuntbank van de Sociale Zekerheid;Aantal personen met een verhoogde tegemoetkoming in de ziekteverzekering ten opzichte van de totale bevolking, op 1 januari van het jaar. Personen met een verhoogde tegemoetkoming in de ziekteverzekering genieten onder andere van hogere terugbetalingen voor geneeskundige verzorging en geneesmiddelen, een gunstiger stelsel voor de vooruitbetalingen en het persoonlijk aandeel (remgeld) in geval van hospitalisatie.Er zijn drie rechtgevende categorieën: (1) op basis van een ontvangen sociaal voordeel (leefloon of gelijkaardige OCMW-hulp, IGO, GIB of recht op rentebijslag, uitkering voor personen met een handicap volgens de wet van 27 februari 1987, niet-begeleide minderjarige vreemdelingen, gehandicapte kinderen met ongeschiktheid van ten minste 66%), (2) op basis van een specifieke hoedanigheid en een inkomenscontrole (wezen, gepensioneerden, invaliden, weduwen/weduwnaars, personen die minstens één jaar werkloos of arbeidsongeschikt zijn, personen met een erkende handicap die geen tegemoetkoming ontvangen en leden van eenoudergezinnen), (3) op basis van een inkomenscontrole voor de gezinnen die zich niet in één van bovenstaande situaties bevinden maar leven in een gezin met een bescheiden inkomen (OMNIO-statuut).;procent personen;
Personen van buitenlandse herkomst;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_DE_36.csv;Statbel;Aantal personen van buitenlandse herkomst ten opzichte van de totale bevolking, op 1 januari van het jaar.Om de herkomst van een persoon te bepalen worden vier criteria in rekening gebracht: de huidige nationaliteit van de persoon, de geboortenationaliteit van de persoon, de geboortenationaliteit van de vader en de geboortenationaliteit van de moeder. Is één van deze vier criteria een niet-Belgische nationaliteit, dan wordt de persoon beschouwd als zijnde een persoon van buitenlandse herkomst. Om de personen van buitenlandse herkomst op te delen in verschillende herkomstgroepen wordt eerst gekeken naar de geboortenationaliteit van de vader, daarna naar de geboortenationaliteit van de moeder, de huidige nationaliteit van de persoon en de geboortenationaliteit van de persoon.;procent personen;
Personen van buitenlandse herkomst excl. Nederlandse herkomst;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_06.csv;Statbel;Aantal personen van buitenlandse herkomst zonder personen van Nederlandse herkomst ten opzichte van de totale bevolking, op 1 januari van het jaar.Om de herkomst van een persoon te bepalen worden vier criteria in rekening gebracht: de huidige nationaliteit van de persoon, de geboortenationaliteit van de persoon, de geboortenationaliteit van de vader en de geboortenationaliteit van de moeder. Is één van deze vier criteria een niet-Belgische nationaliteit, dan wordt de persoon beschouwd als zijnde een persoon van buitenlandse herkomst. Om de personen van buitenlandse herkomst op te delen in verschillende herkomstgroepen wordt eerst gekeken naar de geboortenationaliteit van de vader, daarna naar de geboortenationaliteit van de moeder, de huidige nationaliteit van de persoon en de geboortenationaliteit van de persoon.;procent personen;
Personen van buitenlandse herkomst, naar geslacht;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_07.csv;Statbel;Aantal personen van buitenlandse herkomst ten opzichte van de totale bevolking, op 1 januari van het jaar, naar geslacht.Om de herkomst van een persoon te bepalen worden vier criteria in rekening gebracht: de huidige nationaliteit van de persoon, de geboortenationaliteit van de persoon, de geboortenationaliteit van de vader en de geboortenationaliteit van de moeder. Is één van deze vier criteria een niet-Belgische nationaliteit, dan wordt de persoon beschouwd als zijnde een persoon van buitenlandse herkomst. Om de personen van buitenlandse herkomst op te delen in verschillende herkomstgroepen wordt eerst gekeken naar de geboortenationaliteit van de vader, daarna naar de geboortenationaliteit van de moeder, de huidige nationaliteit van de persoon en de geboortenationaliteit van de persoon.;procent personen;
Personen van buitenlandse herkomst, naar herkomst;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_DE_40.csv;Statbel;Aantal personen van buitenlandse herkomst, naar herkomstgroep, ten opzichte van de totale bevolking, op 1 januari van het jaar.De herkomstgroepen binnen deze indicator zijn: EU, Niet-EU.Om de herkomst van een persoon te bepalen worden vier criteria in rekening gebracht: de huidige nationaliteit van de persoon, de geboortenationaliteit van de persoon, de geboortenationaliteit van de vader en de geboortenationaliteit van de moeder. Is één van deze vier criteria een niet-Belgische nationaliteit, dan wordt de persoon beschouwd als zijnde een persoon van buitenlandse herkomst. Om de personen van buitenlandse herkomst op te delen in verschillende herkomstgroepen wordt eerst gekeken naar de geboortenationaliteit van de vader, daarna naar de geboortenationaliteit van de moeder, de huidige nationaliteit van de persoon en de geboortenationaliteit van de persoon.;procent personen;
Personen van buitenlandse herkomst, naar herkomst (detail);augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_30.csv;Statbel;Aantal personen van buitenlandse herkomst, naar herkomstgroep, ten opzichte van de totale bevolking, op 1 januari van het jaar.De herkomstgroepen binnen deze indicator zijn: West- en Noord-EU14, Zuid-EU14, EU13, Europa niet-EU, Turkije en Maghreb, Andere landen.Om de herkomst van een persoon te bepalen worden vier criteria in rekening gebracht: de huidige nationaliteit van de persoon, de geboortenationaliteit van de persoon, de geboortenationaliteit van de vader en de geboortenationaliteit van de moeder. Is één van deze vier criteria een niet-Belgische nationaliteit, dan wordt de persoon beschouwd als zijnde een persoon van buitenlandse herkomst. Om de personen van buitenlandse herkomst op te delen in verschillende herkomstgroepen wordt eerst gekeken naar de geboortenationaliteit van de vader, daarna naar de geboortenationaliteit van de moeder, de huidige nationaliteit van de persoon en de geboortenationaliteit van de persoon.;procent personen;
Personen van buitenlandse herkomst, naar leeftijd;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_08.csv;Statbel;Aantal personen van buitenlandse herkomst, ten opzichte van de totale bevolking, op 1 januari van het jaar, naar leeftijdsgroep.Om de herkomst van een persoon te bepalen worden vier criteria in rekening gebracht: de huidige nationaliteit van de persoon, de geboortenationaliteit van de persoon, de geboortenationaliteit van de vader en de geboortenationaliteit van de moeder. Is één van deze vier criteria een niet-Belgische nationaliteit, dan wordt de persoon beschouwd als zijnde een persoon van buitenlandse herkomst. Om de personen van buitenlandse herkomst op te delen in verschillende herkomstgroepen wordt eerst gekeken naar de geboortenationaliteit van de vader, daarna naar de geboortenationaliteit van de moeder, de huidige nationaliteit van de persoon en de geboortenationaliteit van de persoon.;procent personen;
Personen van buitenlandse herkomst, naar nationaliteitshistoriek;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_09.csv;Statbel;Aantal personen van buitenlandse herkomst, naar nationaliteitshistoriek, ten opzichte van het totaal aantal personen van buitenlandse herkomst, op 1 januari van het jaar.Om de herkomst van een persoon te bepalen worden vier criteria in rekening gebracht: de huidige nationaliteit van de persoon, de geboortenationaliteit van de persoon, de geboortenationaliteit van de vader en de geboortenationaliteit van de moeder. Is één van deze vier criteria een niet-Belgische nationaliteit, dan wordt de persoon beschouwd als zijnde een persoon van buitenlandse herkomst. Om de personen van buitenlandse herkomst op te delen in verschillende herkomstgroepen wordt eerst gekeken naar de geboortenationaliteit van de vader, daarna naar de geboortenationaliteit van de moeder, de huidige nationaliteit van de persoon en de geboortenationaliteit van de persoon.;procent personen;
Personenwagens;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_01.csv;Statbel;Aantal geregistreerde personenwagens, stand op 1 augustus, per 1.000 inwoners.;per 1.000 inwoners personenwagens;
Personenwagens, naar brandstoftype;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_02.csv;Statbel;"Aandeel geregistreerde personenwagens naar brandstoftype: Benzine; Diesel; LPG; Elektriciteit; Hybride (benzine + elektriciteit, diesel + elektriciteit); Restcategorie (onbekend, aardgas, waterstof, mengsmering, diesel + gas, elektriciteit + LPG, bio-ethanol, waterstof + elektriciteit, benzine + aardgas, andere), stand op 1 augustus.";procent personenwagens;
Plaats om fietsen te stallen in of bij de woning;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WO_S_30.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat woont in een woning waar men fietsen kan stallen;procent personen;
Prevalentie diabetes;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ZO_05.csv;InterMutualistisch Agentschap;Aandeel rechthebbenden met afleveringen antidiabetica of met naar diabetes verwijzende nomenclatuur (diabetesconventie, diabetespas, zorgtraject diabetes).;procent rechthebbenden;
Private buitenruimte;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WO_S_23.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat beschikt over private buitenruimte aan de woning.;procent personen;
Private buitenruimte of garage (detail);2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WO_S_06.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat beschikt over private buitenruimte of een garage aan de woning.;procent personen;
Prognose afhankelijkheidsratio;augustus 2021;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_DE_35.csv;Vlaamse Statistische Autoriteit;"Projectie van de verhouding tussen de bevolking buiten beroepsactieve leeftijd (0-19 jaar en 65 jaar en ouder, ""niet-actieven"") en de bevolking op beroepsactieve leeftijd (20-64 jaar) op basis van de prognose van het aantal inwoners.";procent personen;
Prognose grijze druk;augustus 2021;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_DE_34.csv;Vlaamse Statistische Autoriteit;Projectie van de verhouding tussen de leeftijdsgroep van ouderen (vergrijsde bevolking, 65 jaar en ouder) en de bevolking op beroepsactieve leeftijd (20-64 jaar) op basis van de prognose van het aantal inwoners.;procent personen;
Prognose groene druk;augustus 2021;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_DE_33.csv;Vlaamse Statistische Autoriteit;Projectie van de verhouding tussen de jeugdige bevolking (0-19 jaar) en de bevolking op beroepsactieve leeftijd (20-64 jaar) op basis van de prognose van het aantal inwoners.;procent personen;
Prognose huishoudens, naar grootte;juni 2021;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_DE_66.csv;Vlaamse Statistische Autoriteit;Projectie van het totale aantal private huishoudens en het aantal private huishoudens naar grootte per gemeente op 1 januari. Er worden geen projecties gemaakt van aantal collectieve huishoudens.;procent huishoudens;
Prognose inwoners, naar geslacht;augustus 2021;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_DE_31.csv;Vlaamse Statistische Autoriteit;Projectie van het totale aantal inwoners naar geslacht per gemeente op 1 januari.;procent personen;
